quote,author,tags
"“i do not want people to be very agreeable, as it saves me the trouble of liking them a great deal.”","Jane Austen,",['general']
"“and i'm suppose to sit by while you date boys and fall in love with someone else, get married...?"" his voice tightened. ""and meanwhile, i'll die a little bit more every day, watching.”","Cassandra Clare,",['general']
"“and so the lion fell in love with the lambâ€¦"" he murmured. i looked away, hiding my eyes as i thrilled to the word.""what a stupid lamb,"" i sighed.""what a sick, masochistic lion.”","Stephenie Meyer,",['general']
"“let us read, and let us dance; these two amusements will never do any harm to the world.”",Voltaire,['general']
"“unless someone like you cares a whole awful lot,nothing is going to get better. it's not.”","Dr. Seuss,",['general']
“life is a book and there are a thousand pages i have not yet read.”,"Cassandra Clare,",['general']
"“there will come a time when all of us are dead. all of us. there will come a time when there are no human beings remaining to remember that anyone ever existed or that our species ever did anything. there will be no one left to remember aristotle or cleopatra, let alone you. everything that we did and built and wrote and thought and discovered will be forgotten and all of this will have been for naught. maybe that time is coming soon and maybe it is millions of years away, but even if we survive the collapse of our sun, we will not survive forever. there was time before organisms experienced consciousness, and there will be time after. and if the inevitability of human oblivion worries you, i encourage you to ignore it. god knows thatâ€™s what everyone else does.”","John Green,",['general']
"“deep in the meadow, hidden far awaya cloak of leaves, a moonbeam rayforget your woes and let your troubles layand when it's morning again, they'll wash awayhere it's safe, here it's warmhere the daisies guard you from every harmhere your dreams are sweet and tomorrow brings them truehere is the place where i love you.”","Suzanne Collins,",['general']
"“some books should be tasted, some devoured, but only a few should be chewed and digested thoroughly.”",Sir Francis Bacon,['general']
"“tell me, what is it you plan to do with your one wild and precious life?”",Mary Oliver,['general']
"“to the people who look at the stars and wish, rhys.""rhys clinked his glass against mine. â€œto the stars who listenâ€” and the dreams that are answered.”","Sarah J. Maas,",['general']
"“for those who believe in god, most of the big questions are answered. but for those of us who can't readily accept the god formula, the big answers don't remain stone-written. we adjust to new conditions and discoveries. we are pliable. love need not be a command nor faith a dictum. i am my own god. we are here to unlearn the teachings of the church, state, and our educational system. we are here to drink beer. we are here to kill war. we are here to laugh at the odds and live our lives so well that death will tremble to take us.”",Charles Bukowski,['general']
“the planet is fine. the people are fucked.”,George Carlin,['general']
“never laugh at live dragons.”,J.R.R. Tolkien,['general']
"“it is the unknown we fear when we look upon death and darkness, nothing more.”","J.K. Rowling,",['general']
“it is the mark of an educated mind to be able to entertain a thought without accepting it.”,"Aristotle,",['general']
"“i wanted so badly to lie down next to her on the couch, to wrap my arms around her and sleep. not fuck, like in those movies. not even have sex. just sleep together in the most innocent sense of the phrase. but i lacked the courage and she had a boyfriend and i was gawky and she was gorgeous and i was hopelessly boring and she was endlessly fascinating. so i walked back to my room and collapsed on the bottom bunk, thinking that if people were rain, i was drizzle and she was hurricane.”","John Green,",['general']
"“when i have a little money, i buy books; and if i have any left, i buy food and clothes.”",Desiderius Erasmus Roterodamus,['general']
"“hereâ€™s to books, the cheapest vacation you can buy.”",Charlaine Harris,['general']
“eating and reading are two pleasures that combine admirably.”,C.S. Lewis,['general']
"“i heard what you said. iâ€™m not the silly romantic you think. i donâ€™t want the heavens or the shooting stars. i donâ€™t want gemstones or gold. i have those things already. i wantâ€¦a steady hand. a kind soul. i want to fall asleep, and wake, knowing my heart is safe. i want to love, and be loved.”",Shana Abe,['general']
“if you expect nothing from somebody you are never disappointed.”,"Sylvia Plath,",['general']
"“i believe in everything until it's disproved. so i believe in fairies, the myths, dragons. it all exists, even if it's in your mind. who's to say that dreams and nightmares aren't as real as the here and now?”",John Lennon,['general']
“reading is one form of escape. running for your life is another.”,Lemony Snicket,['general']
“how lucky i am to have known somebody and something that saying goodbye to is so damned awful.”,"Evans G. Valens,",['general']
"“every saint has a past, and every sinner has a future.”",Oscar Wilde,['general']
"“the secret of life, though, is to fall seven times and to get up eight times.”","Paulo Coelho,",['general']
"“i might be in love with you."" he smiles a little. ""i'm waiting until i'm sure to tell you, though.”","Veronica Roth,",['general']
"“a guy and a girl can be just friends, but at one point or another, they will fall for each other...maybe temporarily, maybe at the wrong time, maybe too late, or maybe forever”",Dave Matthews Band,['general']
"“the more i know of the world, the more i am convinced that i shall never see a man whom i can really love. i require so much!”","Jane Austen,",['general']
“hope is the thing with feathers that perches in the soul and sings the tune without the words and never stops at all.”,Emily Dickinson,['general']
“any fool can know. the point is to understand.”,Albert Einstein,['general']
"“reality is merely an illusion, albeit a very persistent one.”",Albert Einstein,['general']
"“do you remember back at the hotel when you promised that if we lived, youâ€™d get dressed up in a nurseâ€™s outfit and give me a sponge bath?"" asked jace.""it was simon who promised you the sponge bath.""""as soon as iâ€™m back on my feet, handsome,"" said simon.""i knew we should have left you a rat.”","Cassandra Clare,",['general']
"“you can talk with someone for years, everyday, and still, it won't mean as much as what you can have when you sit in front of someone, not saying a word, yet you feel that person with your heart, you feel like you have known the person for forever.... connections are made with the heart, not the tongue.”",C. JoyBell C.,['general']
“those who dream by day are cognizant of many things which escape those who dream only by night.”,"Edgar Allan Poe,",['general']
"“i took a deep breath and listened to the old brag of my heart. i am, i am, i am.”","Sylvia Plath,",['general']
"“one, remember to look up at the stars and not down at your feet. two, never give up work. work gives you meaning and purpose and life is empty without it. three, if you are lucky enough to find love, remember it is there and don't throw it away.”",Stephen Hawking,['general']
"“sometimes you climb out of bed in the morning and you think, i'm not going to make it, but you laugh inside â€” remembering all the times you've felt that way.”",Charles Bukowski,['general']
“the world is a book and those who do not travel read only one page.”,St. Augustine,['general']
“there are no good girls gone wrong - just bad girls found out.”,Mae West,['general']
“you get a little moody sometimes but i think that's because you like to read. people that like to read are always a little fucked up.”,"Pat Conroy,",['general']
“never go to bed mad. stay up and fight.”,Phyllis Diller,['general']
“donâ€™t go around saying the world owes you a living. the world owes you nothing. it was here first.”,Mark Twain,['general']
"“if we knew what it was we were doing, it would not be called research, would it?”",Albert Einstein,['general']
"“one day i will find the right words, and they will be simple.”","Jack Kerouac,",['general']
“life can only be understood backwards; but it must be lived forwards.”,SÃ¸ren Kierkegaard,['general']
“faithless is he that says farewell when the road darkens.”,"J.R.R. Tolkien,",['general']
“pain is inevitable. suffering is optional.”,"haruki murakami,",['general']
"“if a cluttered desk is a sign of a cluttered mind, of what, then, is an empty desk a sign?”",Laurence J. Peter,['general']
“i am not young enough to know everything.”,Oscar Wilde,['general']
"“we live and breathe words. .... it was books that made me feel that perhaps i was not completely alone. they could be honest with me, and i with them. reading your words, what you wrote, how you were lonely sometimes and afraid, but always brave; the way you saw the world, its colors and textures and sounds, i felt--i felt the way you thought, hoped, felt, dreamt. i felt i was dreaming and thinking and feeling with you. i dreamed what you dreamed, wanted what you wanted--and then i realized that truly i just wanted you.”","Cassandra Clare,",['general']
“i have no special talents. i am only passionately curious.”,Albert Einstein,['general']
“i like work: it fascinates me. i can sit and look at it for hours.”,Jerome K. Jerome,['general']
“don't be pushed around by the fears in your mind. be led by the dreams in your heart.”,"Roy T. Bennett,",['general']
"“when i was 5 years old, my mother always told me that happiness was the key to life. when i went to school, they asked me what i wanted to be when i grew up. i wrote down â€˜happyâ€™. they told me i didnâ€™t understand the assignment, and i told them they didnâ€™t understand life.”",John Lennon,['general']
"“if you're reading this...congratulations, you're alive.if that's not something to smile about,then i don't know what is.”","Chad Sugg,",['general']
"“that's always seemed so ridiculous to me, that people want to be around someone because they're pretty. it's like picking your breakfeast cereals based on color instead of taste.”","John Green,",['general']
“sarcasm is the last refuge of the imaginatively bankrupt.”,"Cassandra Clare,",['general']
"“malachi scowled. ""i don't remember the clave inviting you into the glass city, magnus bane.""""they didn't,"" magnus said. ""your wards are down.""""really?"" the consul's voice dripped sarcasm. ""i hadn't noticed.""magnus looked concerned. ""that's terrible. someone should have told you."" he glanced at luke. ""tell him the wards are down.”","Cassandra Clare,",['general']
“i have decided to stick to love...hate is too great a burden to bear.”,"Martin Luther King Jr.,",['general']
"“i wanted you to see what real courage is, instead of getting the idea that courage is a man with a gun in his hand. it's when you know you're licked before you begin, but you begin anyway and see it through no matter what.- atticus finch”","Harper Lee,",['general']
“always do what you are afraid to do.”,Ralph Waldo Emerson,['general']
"“a life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.”",George Bernard Shaw,['general']
"“they say a person needs just three things to be truly happy in this world: someone to love, something to do, and something to hope for.”",Tom Bodett,['general']
"“i've never been lonely. i've been in a room -- i've felt suicidal. i've been depressed. i've felt awful -- awful beyond all -- but i never felt that one other person could enter that room and cure what was bothering me...or that any number of people could enter that room. in other words, loneliness is something i've never been bothered with because i've always had this terrible itch for solitude. it's being at a party, or at a stadium full of people cheering for something, that i might feel loneliness. i'll quote ibsen, ""the strongest men are the most alone."" i've never thought, ""well, some beautiful blonde will come in here and give me a fuck-job, rub my balls, and i'll feel good."" no, that won't help. you know the typical crowd, ""wow, it's friday night, what are you going to do? just sit there?"" well, yeah. because there's nothing out there. it's stupidity. stupid people mingling with stupid people. let them stupidify themselves. i've never been bothered with the need to rush out into the night. i hid in bars, because i didn't want to hide in factories. that's all. sorry for all the millions, but i've never been lonely. i like myself. i'm the best form of entertainment i have. let's drink more wine!”",Charles Bukowski,['general']
"“there is neither happiness nor misery in the world; there is only the comparison of one state with another, nothing more. he who has felt the deepest grief is best able to experience supreme happiness. we must have felt what it is to die, morrel, that we may appreciate the enjoyments of life. "" live, then, and be happy, beloved children of my heart, and never forget, that until the day god will deign to reveal the future to man, all human wisdom is contained in these two words, 'wait and hope.”",Alexandre Dumas,['general']
"“monsters are real, and ghosts are real too. they live inside us, and sometimes, they win.”",Stephen King,['general']
“what's meant to be will always find a way”,Trisha Yearwood,['general']
“make it a rule never to give a child a book you would not read yourself.”,George Bernard Shaw,['general']
“in a time of deceit telling the truth is a revolutionary act.”,George Orwell,['general']
“our lives begin to end the day we become silent about things that matter.”,"Martin Luther King Jr.,",['general']
"“the mind is its own place, and in itself can make a heaven of hell, a hell of heaven..”","John Milton,",['general']
"“we delight in the beauty of the butterfly, but rarely admit the changes it has gone through to achieve that beauty.”",Maya Angelou,['general']
"“i think that if i ever have kids, and they are upset, i won't tell them that people are starving in china or anything like that because it wouldn't change the fact that they were upset. and even if somebody else has it much worse, that doesn't really change the fact that you have what you have.”","Stephen Chbosky,",['general']
“talent hits a target no one else can hit. genius hits a target no one else can see.”,Arthur Schopenhauer,['general']
"“when his life was ruined, his family killed, his farm destroyed, job knelt down on the ground and yelled up to the heavens, ""why god? why me?"" and the thundering voice of god answered, there's just something about you that pisses me off.”","Stephen King,",['general']
"“there are two motives for reading a book; one, that you enjoy it; the other, that you can boast about it.”",Bertrand Russell,['general']
"“it is a curious thing, the death of a loved one. we all know that our time in this world is limited, and that eventually all of us will end up underneath some sheet, never to wake up. and yet it is always a surprise when it happens to someone we know. it is like walking up the stairs to your bedroom in the dark, and thinking there is one more stair than there is. your foot falls down, through the air, and there is a sickly moment of dark surprise as you try and readjust the way you thought of things.”","Lemony Snicket,",['general']
"“of all sad words of tongue or pen, the saddest are these, 'it might have been.”","John Greenleaf Whittier,",['general']
"“i'm coming back into focus when caesar asks him if he has a girlfriend back home. peeta hesitates, then gives an unconvincing shake of his head.handsome lad like you. there must be some special girl. come on, whatâ€™s her name?"" says caesar.peeta sighs. ""well, there is this one girl. iâ€™ve had a crush on her ever since i can remember. but iâ€™m pretty sure she didnâ€™t know i was alive until the reaping.""sounds of sympathy from the crowd. unrequited love they can relate to.she have another fellow?"" asks caesar.i donâ€™t know, but a lot of boys like her,"" says peeta.so, hereâ€™s what you do. you win, you go home. she canâ€™t turn you down then, eh?"" says caesar encouragingly.i donâ€™t think itâ€™s going to work out. winning...wonâ€™t help in my case,"" says peeta.why ever not?"" says caesar, mystified.peeta blushes beet red and stammers out. ""because...because...she came here with me.”","Suzanne Collins,",['general']
"“the boy never cried again, and he never forgot what he'd learned: that to love is to destroy, and that to be loved is to be the one destroyed.”","Cassandra Clare,",['general']
“experience is merely the name men gave to their mistakes.”,"Oscar Wilde,",['general']
"“in the end, we will remember not the words of our enemies, but the silence of our friends.”",Martin Luther King Jr.,['general']
“the flower that blooms in adversity is the rarest and most beautiful of all.”,"Walt Disney Company,",['general']
"“do not let your fire go out, spark by irreplaceable spark in the hopeless swamps of the not-quite, the not-yet, and the not-at-all. do not let the hero in your soul perish in lonely frustration for the life you deserved and have never been able to reach. the world you desire can be won. it exists.. it is real.. it is possible.. it's yours.”","Ayn Rand,",['general']
“the first ten lies they tell you in high school 1. we are here to help you. 2. you will have time to get to your class before the bell rings. 3. the dress code will be enforced. 4. no smoking is allowed on school grounds. 5. our football team will win the championship this year. 6. we expect more of you here. 7. guidance counselors are always available to listen. 8. your schedule was created with you in mind. 9. your locker combination is private. 10. these will be the years you look back on fondly. ten more lies they tell you in high school 1. you will use algebra in your adult lives. 2. driving to school is a privilege that can be taken away. 3. students must stay on campus during lunch. 4. the new text books will arrive any day now. 5. colleges care more about you than your sat scores. 6. we are enforcing the dress code. 7. we will figure out how to turn off the heat soon. 8. our bus drivers are highly trained professionals. 9. there is nothing wrong with summer school. 10. we want to hear what you have to say.”,"Laurie Halse Anderson,",['general']
“and the day came when the risk to remain tight in a bud was more painful than the risk it took to blossom.”,Anais Nin,['general']
"“there is a theory which states that if ever anyone discovers exactly what the universe is for and why it is here, it will instantly disappear and be replaced by something even more bizarre and inexplicable. there is another theory which states that this has already happened.”","Douglas Adams,",['general']
"“give a girl the right shoes, and she can conquer the world.”",Bette Midler,['general']
"“augustus waters was a self-aggrandizing bastard. but we forgive him. we forgive him not because he had a heart as figuratively good as his literal one sucked, or because he knew more about how to hold a cigarette than any nonsmoker in history, or because he got eighteen years when he should've gotten more.''seventeen,' gus corrected.'i'm assuming you've got some time, you interupting bastard.'i'm telling you,' isaac continued, 'augustus waters talked so much that he'd interupt you at his own funeral. and he was pretentious: sweet jesus christ, that kid never took a piss without pondering the abundant metaphorical resonances of human waste production. and he was vain: i do not believe i have ever met a more physically attractive person who was more acutely aware of his own physical attractiveness.'but i will say this: when the scientists of the future show up at my house with robot eyes and they tell me to try them on, i will tell the scientists to screw off, because i do not want to see a world without him.'i was kind of crying by then.”","John Green,",['general']
“a thing is not necessarily true because a man dies for it.”,Oscar Wilde,['general']
"“somewhere, something incredible is waiting to be known.”",Carl Sagan,['general']
“it is so hard to leaveâ€”until you leave. and then it is the easiest goddamned thing in the world.”,"John Green,",['general']
"“you have enemies? good. that means you've stood up for something, sometime in your life.”",Winston Churchill,['general']
“hearts are made to be broken.”,"Oscar Wilde,",['general']
"“once you learn to read, you will be forever free.”",Frederick Douglass,['general']
"“you think your pain and your heartbreak are unprecedented in the history of the world, but then you read. it was books that taught me that the things that tormented me most were the very things that connected me with all the people who were alive, who had ever been alive.”",James Baldwin,['general']
“faith is taking the first step even when you can't see the whole staircase.”,Martin Luther King Jr.,['general']
“think of all the beauty still left around you and be happy.”,Anne Frank,['general']
"“instead of worrying about what you cannot control, shift your energy to what you can create.”","Roy T. Bennett,",['general']
"“whether you think you can, or you think you can't--you're right.”",Henry Ford,['general']
"“the loneliest moment in someoneâ€™s life is when they are watching their whole world fall apart, and all they can do is stare blankly.”",F. Scott Fitzgerald,['general']
"“it is hard enough to remember my opinions, without also remembering my reasons for them!”",Friedrich Nietzsche,['general']
"“i saw my life branching out before me like the green fig tree in the story. from the tip of every branch, like a fat purple fig, a wonderful future beckoned and winked. one fig was a husband and a happy home and children, and another fig was a famous poet and another fig was a brilliant professor, and another fig was ee gee, the amazing editor, and another fig was europe and africa and south america, and another fig was constantin and socrates and attila and a pack of other lovers with queer names and offbeat professions, and another fig was an olympic lady crew champion, and beyond and above these figs were many more figs i couldn't quite make out. i saw myself sitting in the crotch of this fig tree, starving to death, just because i couldn't make up my mind which of the figs i would choose. i wanted each and every one of them, but choosing one meant losing all the rest, and, as i sat there, unable to decide, the figs began to wrinkle and go black, and, one by one, they plopped to the ground at my feet.”","Sylvia Plath,",['general']
"“why did you do all this for me?' he asked. 'i don't deserve it. i've never done anything for you.' 'you have been my friend,' replied charlotte. 'that in itself is a tremendous thing.”","E.B. White,",['general']
"“there is nothing either good or bad, but thinking makes it so.”","William Shakespear,",['general']
“fantasy is hardly an escape from reality. it's a way of understanding it.”,Lloyd Alexander,['general']
"“the world is indeed full of peril, and in it there are many dark places; but still there is much that is fair, and though in all lands love is now mingled with grief, it grows perhaps the greater.”","J.R.R. Tolkien,",['general']
"“two people in love, alone, isolated from the world, that's beautiful.”",Milan Kundera,['general']
“i want to stand as close to the edge as i can without going over. out on the edge you see all kinds of things you can't see from the center.”,"Kurt Vonnegut,",['general']
“books so special and rare and yours that advertising your affection feels like a betrayal.”,"John Green,",['general']
"“i did not attend his funeral, but i sent a nice letter saying i approved of it.”",Mark Twain,['general']
"“here's all you have to know about men and women: women are crazy, men are stupid. and the main reason women are crazy is that men are stupid.”","George Carlin,",['general']
"“you don't love someone for their looks, or their clothes, or for their fancy car, but because they sing a song only you can hear.”",oscar wilde,['general']
“where is human nature so weak as in the bookstore?”,Henry Ward Beecherr,['general']
"“well, iâ€™m not kissing the mundane,"" said jace. ""iâ€™d rather stay down here and rot.""""forever?"" said simon. ""foreverâ€™s an awfully long time.""jace raised his eyebrows. ""i knew it,"" he said. ""you want to kiss me, donâ€™t you?”","Cassandra Clare,",['general']
"“the best index to a person's character is how he treats people who can't do him any good, and how he treats people who can't fight back.”",Abigail Van Buren,['general']
“all happy families are alike; each unhappy family is unhappy in its own way.”,"Leo Tolstoy  ,",['general']
“think before you speak. read before you think.”,"Fran Lebowitz,",['general']
“i cannot live without books.”,Thomas Jefferson,['general']
"“and by the way, everything in life is writable about if you have the outgoing guts to do it, and the imagination to improvise. the worst enemy to creativity is self-doubt.”","Sylvia Plath,",['general']
"“it is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.”","Jane Austen,",['general']
"“i have a history of making decisions very quickly about men. i have always fallen in love fast and without measuring risks. i have a tendency not only to see the best in everyone, but to assume that everyone is emotionally capable of reaching his highest potential. i have fallen in love more times than i care to count with the highest potential of a man, rather than with the man himself, and i have hung on to the relationship for a long time (sometimes far too long) waiting for the man to ascend to his own greatness. many times in romance i have been a victim of my own optimism.”","Elizabeth Gilbert,",['general']
"“if at first you don't succeed, try, try again. then quit. no use being a damn fool about it.”",W.C. Fields,['general']
"“this above all: to thine own self be true, and it must follow, as the night the day, thou canst not then be false to any man.”","William Shakespeare,",['general']
“i have loved the stars too fondly to be fearful of the night.”,Sarah   Williams,['general']
“god created war so that americans would learn geography.”,Mark Twain,['general']
“hell is empty and all the devils are here.”,"William Shakespeare,",['general']
"“it is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. the credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; who errs, who comes short again and again, because there is no effort without error and shortcoming; but who does actually strive to do the deeds; who knows great enthusiasms, the great devotions; who spends himself in a worthy cause; who at the best knows in the end the triumph of high achievement, and who at the worst, if he fails, at least fails while daring greatly, so that his place shall never be with those cold and timid souls who neither know victory nor defeat.”",Theodore Roosevelt,['general']
“waiting is painful. forgetting is painful. but not knowing which to do is the worst kind of suffering.”,"Paulo Coelho,",['general']
“the wound is the place where the light enters you.”,Rumi,['general']
"“courage is the most important of all the virtues because without courage, you can't practice any other virtue consistently.”",Maya Angelou,['general']
"“not everything is about you,"" clary said furiously.""possibly,"" jace said, ""but you do have to admit that the majority of things are.”","Cassandra Clare,",['general']
“i can't imagine a man really enjoying a book and reading it only once.”,C.S. Lewis,['general']
"“no relationship is perfect, ever. there are always some ways you have to bend, to compromise, to give something up in order to gain something greater...the love we have for each other is bigger than these small differences. and that's the key. it's like a big pie chart, and the love in a relationship has to be the biggest piece. love can make up for a lot.”","Sarah Dessen,",['general']
"“there are few people whom i really love, and still fewer of whom i think well. the more i see of the world, the more am i dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”","Jane Austen,",['general']
“what is a friend? a single soul dwelling in two bodies.”,Aristotle,['general']
"“i am a man"" he told her, ""and men do not consume pink beverages. get thee gone woman, and bring me something brown.”","Cassandra Clare,",['general']
“the most important thing is to enjoy your lifeâ€”to be happyâ€”it's all that matters.”,Audrey Hepburn,['general']
"“for the two of us, home isn't a place. it is a person. and we are finally home.”","Stephanie Perkins,",['general']
"“if you're going to try, go all the way. otherwise, don't even start. this could mean losing girlfriends, wives, relatives and maybe even your mind. it could mean not eating for three or four days. it could mean freezing on a park bench. it could mean jail. it could mean derision. it could mean mockery--isolation. isolation is the gift. all the others are a test of your endurance, of how much you really want to do it. and, you'll do it, despite rejection and the worst odds. and it will be better than anything else you can imagine. if you're going to try, go all the way. there is no other feeling like that. you will be alone with the gods, and the nights will flame with fire. you will ride life straight to perfect laughter. it's the only good fight there is.”","Charles Bukowski,",['general']
"“do not go where the path may lead, go instead where there is no path and leave a trail.”",Ralph Waldo Emerson,['general']
"“for you, a thousand times over”","Khaled Hosseini,",['general']
“accept who you are. unless you're a serial killer.”,"Ellen DeGeneres,",['general']
"“love is always patient and kind. it is never jealous. love is never boastful or conceited. it is never rude or selfish. it does not take offense and is not resentful. love takes no pleasure in other peopleâ€™s sins, but delights in the truth. it is always ready to excuse, to trust, to hope, and to endure whatever comes.”","Anonymous,",['general']
“the most courageous act is still to think for yourself. aloud.”,Coco Chanel,['general']
“never let your sense of morals prevent you from doing what is right.”,"Isaac Asimov,",['general']
"“what the hell is that?"" i laughed.""it's my fox hat.""""your fox hat?""""yeah, pudge. my fox hat.""""why are you wearing your fox hat?"" i asked.""because no one can catch the motherfucking fox.”","John Green,",['general']
"“people aren't either wicked or noble. they're like chef's salads, with good things and bad things chopped and mixed together in a vinaigrette of confusion and conflict.”","Lemony Snicket,",['general']
"“a human being is a part of the whole called by us universe, a part limited in time and space. he experiences himself, his thoughts and feeling as something separated from the rest, a kind of optical delusion of his consciousness. this delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us. our task must be to free ourselves from this prison by widening our circle of compassion to embrace all living creatures and the whole of nature in its beauty.”",Albert Einstein,['general']
"“is this the part where you say if i hurt her, you'll kill me?""""no"" simon said, ""if you hurt clary she's quite capable of killing you herself. possibly with a variety of weapons.”","Cassandra Clare,",['general']
"“i can be changed by what happens to me. but i refuse to be reduced by it.(popular misquote of ""you may not control all the events that happen to you, but you can decide not to be reduced by them."")”","Maya Angelou,",['general']
"“whoever fights monsters should see to it that in the process he does not become a monster. and if you gaze long enough into an abyss, the abyss will gaze back into you.”",Friedrich Nietzsche,['general']
“i generally avoid temptation unless i can't resist it.”,Mae West,['general']
"“have you ever been in love? horrible isn't it? it makes you so vulnerable. it opens your chest and it opens up your heart and it means that someone can get inside you and mess you up. you build up all these defenses, you build up a whole suit of armor, so that nothing can hurt you, then one stupid person, no different from any other stupid person, wanders into your stupid life...you give them a piece of you. they didn't ask for it. they did something dumb one day, like kiss you or smile at you, and then your life isn't your own anymore. love takes hostages. it gets inside you. it eats you out and leaves you crying in the darkness, so simple a phrase like 'maybe we should be just friends' turns into a glass splinter working its way into your heart. it hurts. not just in the imagination. not just in the mind. it's a soul-hurt, a real gets-inside-you-and-rips-you-apart pain. i hate love.”","Neil Gaiman,",['general']
"“read, read, read. read everything -- trash, classics, good and bad, and see how they do it. just like a carpenter who works as an apprentice and studies the master. read! you'll absorb it.then write. if it's good, you'll find out. if it's not, throw it out of the window.”",William Faulkner,['general']
"“they didnâ€™t agree on much. in fact, they didnâ€™t agree on anything. they fought all the time and challenged each other ever day. but despite their differences, they had one important thing in common. they were crazy about each other.”","Nicholas Sparks,",['general']
"“love is so short, forgetting is so long.”","Pablo Neruda,",['general']
“books are mirrors: you only see in them what you already have inside you.”,"Carlos Ruiz ZafÃ³n,",['general']
"“if all else perished, and he remained, i should still continue to be; and if all else remained, and he were annihilated, the universe would turn to a mighty stranger.”","Emily Jane BrontÃ« ,",['general']
"“not my daughter, you bitch!”","J.K. Rowling,",['general']
"“bran thought about it. 'can a man still be brave if he's afraid?''that is the only time a man can be brave,' his father told him.”","George R.R. Martin,",['general']
"“take responsibility of your own happiness, never put it in other peopleâ€™s hands.”","Roy T. Bennett,",['general']
“you never have to change anything you got up in the middle of the night to write.”,Saul Bellow,['general']
"“i think if i've learned anything about friendship, it's to hang in, stay connected, fight for them, and let them fight for you. don't walk away, don't be distracted, don't be too busy or tired, don't take them for granted. friends are part of the glue that holds life and faith together. powerful stuff.”",Jon Katz,['general']
"“all little girls should be told they are pretty, even if they aren't.”",Marilyn Monroe,['general']
“good books don't give up all their secrets at once.”,Stephen King,['general']
"“if you can't fly then run, if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward.”",Martin Luther King Jr.,['general']
“it's not true that i had nothing on. i had the radio on.”,Marilyn Monroe,['general']
“the very essence of romance is uncertainty.”,"Oscar Wilde,",['general']
"“you could have had anything else in the world, and you asked for me.""she smiled up at him. filthy as he was, covered in blood and dirt, he was the most beautiful thing she'd ever seen.""but i don't want anything else in the world.”","Cassandra Clare,",['general']
“the unexamined life is not worth living.”,Socrates,['general']
"“so please, oh please, we beg, we pray,go throw your tv set away,and in its place you can installa lovely bookshelf on the wall.then fill the shelves with lots of books.”","Roald Dahl,",['general']
"“my experience of life is that it is not divided up into genres; itâ€™s a horrifying, romantic, tragic, comical, science-fiction cowboy detective novel. you know, with a bit of pornography if you're lucky.”",Alan Moore,['general']
“it is not in the stars to hold our destiny but in ourselves.”,William Shakespeare,['general']
“everything in the world is about sex except sex. sex is about power.”,Oscar Wilde,['general']
"“i spent my life folded between the pages of books.in the absence of human relationships i formed bonds with paper characters. i lived love and loss through stories threaded in history; i experienced adolescence by association. my world is one interwoven web of words, stringing limb to limb, bone to sinew, thoughts and images all together. i am a being comprised of letters, a character created by sentences, a figment of imagination formed through fiction.”","Tahereh Mafi,",['general']
“either write something worth reading or do something worth writing.”,Benjamin Franklin,['general']
"“if you remember me, then i don't care if everyone else forgets.”","Haruki Murakami,",['general']
"“you said you were going for a walk!? what kind of walk takes six hours?""""a long one?”","Cassandra Clare,",['general']
“try not to become a man of success. rather become a man of value.”,Albert Einstein,['general']
“be the reason someone smiles. be the reason someone feels loved and believes in the goodness in people.”,"Roy T. Bennett,",['general']
“there is always some madness in love. but there is also always some reason in madness.”,Friedrich Nietzsche,['general']
“happiness is a warm puppy.”,Charles M. Schulz,['general']
"“i didn't want to wake up. i was having a much better time asleep. and that's really sad. it was almost like a reverse nightmare, like when you wake up from a nightmare you're so relieved. i woke up into a nightmare.”","Ned Vizzini,",['general']
"“man is least himself when he talks in his own person. give him a mask, and he will tell you the truth.”",Oscar Wilde,['general']
“books may well be the only true magic.”,Alice Hoffman,['general']
“reader's bill of rights1. the right to not read 2. the right to skip pages 3. the right to not finish 4. the right to reread 5. the right to read anything 6. the right to escapism 7. the right to read anywhere 8. the right to browse 9. the right to read out loud 10. the right to not defend your tastes”,Daniel Pennac,['general']
“i love to see a young girl go out and grab the world by the lapels. life's a bitch. you've got to go out and kick ass.”,maya angelou,['general']
"“i was gratified to be able to answer promptly, and i did. i said i didnâ€™t know.”",Mark Twain,['general']
“never allow someone to be your priority while allowing yourself to be their option.”,Mark Twain,['general']
“turn your wounds into wisdom.”,Oprah Winfrey,['general']
"“no tears in the writer, no tears in the reader. no surprise in the writer, no surprise in the reader.”",Robert Frost,['general']
“nobody realizes that some people expend tremendous energy merely to be normal.”,Albert Camus,['general']
"“those who find ugly meanings in beautiful things are corrupt without being charming. this is a fault. those who find beautiful meanings in beautiful things are the cultivated. for these there is hope. they are the elect to whom beautiful things mean only beauty. there is no such thing as a moral or an immoral book. books are well written, or badly written. that is all.”","Oscar Wilde,",['general']
