quote,author,tags
"“if you are irritated by every rub, how will your mirror be polished?”",Rumi,['general']
"“every generation imagines itself to be more intelligent than the one that went before it, and wiser than the one that comes after it.”",George Orwell,['general']
"“how wrong is it for a woman to expect the man to build the world she wants, rather than to create it herself?”",Anais Nin,['general']
"“trees are poems the earth writes upon the sky, we fell them down and turn them into paper,that we may record our emptiness.”",Kahlil Gibran,['general']
“for last year's words belong to last year's language and next year's words await another voice.”,"T.S. Eliot,",['general']
"“after silence, that which comes nearest to expressing the inexpressible is music.”","Aldous Huxley,",['general']
"“understanding is the first step to acceptance, and only with acceptance can there be recovery.”","J.K. Rowling,",['general']
"“isabelle drifted over, jace a pace behind her. she was wearing a long black dress with boots and an even longer cutaway coat of soft green velvet, the color of moss. ""i can't believe you did it!"" she exclaimed. ""how did you get magnus to let jace leave?""""traded him for alec,"" clary said.isabelle looked mildly alarmed. ""not permanently?""""no,"" said jace. ""just for a few hours. unless i don't come back,"" he added thoughtfully. ""in which case, maybe he does get to keep alec. think of it as a lease with an option to buy.""isabelle looked dubious. ""mom and dad won't be pleased if they find out.""""that you freed a possible criminal by trading away your brother to a warlock who looks like a gay sonic the hedgehog and dresses like the child catcher from chitty chitty bang bang?"" simon inquired. ""no, probably not.”","Cassandra Clare,",['general']
"“at some point, you just pull off the band-aid, and it hurts, but then it's over and you're relieved.”","John Green,",['general']
"“and still, after all this time,the sun never says to the earth,""you owe me.""look what happens witha love like that,it lights the whole sky.”",Hafiz,['general']
"“don't be satisfied with stories, how things have gone with others. unfold your own myth.”","Rumi,",['general']
"“isn't it odd how much fatter a book gets when you've read it several times?"" mo had said...""as if something were left between the pages every time you read it. feelings, thoughts, sounds, smells...and then, when you look at the book again many years later, you find yourself there, too, a slightly younger self, slightly different, as if the book had preserved you like a pressed flower...both strange and familiar.”","Cornelia Funke,",['general']
"“despite my ghoulish reputation, i really have the heart of a small boy. i keep it in a jar on my desk.”",Robert Bloch,['general']
“you don't remember what happened. what you remember becomes what happened.”,"John Green,",['general']
"“you're not to be so blind with patriotism that you can't face reality. wrong is wrong, no matter who does it or says it.”","Malcolm X,",['general']
"“we are all alone, born alone, die alone, andâ€”in spite of true romance magazinesâ€”we shall all someday look back on our lives and see that, in spite of our company, we were alone the whole way. i do not say lonelyâ€”at least, not all the timeâ€”but essentially, and finally, alone. this is what makes your self-respect so important, and i don't see how you can respect yourself if you must look in the hearts and minds of others for your happiness.”","Hunter S. Thompson,",['general']
"“they say when you are missing someone that they are probably feeling the same, but i don't think it's possible for you to miss me as much as i'm missing you right now”",Edna St. Vincent Millay,['general']
“the world was hers for the reading.”,"Betty Smith,",['general']
"“love is not affectionate feeling, but a steady wish for the loved person's ultimate good as far as it can be obtained.”",C.S. Lewis,['general']
“the first draft of anything is shit.”,Ernest Hemingway,['general']
"“happiness is the consequence of personal effort. you fight for it, strive for it, insist upon it, and sometimes even travel around the world looking for it. you have to participate relentlessly in the manifestations of your own blessings. and once you have achieved a state of happiness, you must never become lax about maintaining it. you must make a mighty effort to keep swimming upward into that happiness forever, to stay afloat on top of it.”","Elizabeth Gilbert,",['general']
“as if you were on fire from within.the moon lives in the lining of your skin.”,Pablo Neruda,['general']
“the measure of intelligence is the ability to change.”,Albert Einstein,['general']
"“what makes the desert beautiful,' said the little prince, 'is that somewhere it hides a well...”","Antoine de Saint-ExupÃ©ry,",['general']
"“when i was a boy of 14, my father was so ignorant i could hardly stand to have the old man around. but when i got to be 21, i was astonished at how much the old man had learned in seven years.”",Mark Twain,['general']
“perhaps it's impossible to wear an identity without becoming what you pretend to be.”,"Orson Scott Card,",['general']
"“oh well... i'd just been thinking, if you had died, you'd have been welcome to share my toilet.”","J.K. Rowling,",['general']
"“it happens to everyone as they grow up. you find out who you are and what you want, and then you realize that people you've known forever don't see things the way you do. so you keep the wonderful memories, but find yourself moving on.”",Nicholas Sparks,['general']
"“i'm quite illiterate, but i read a lot. ”","J.D. Salinger,",['general']
"“we waste time looking for the perfect lover, instead of creating the perfect love.”",Tom Robbins,['general']
“time is a drug. too much of it kills you.”,"Terry Pratchett,",['general']
“maybe everâ€™body in the whole damn world is scared of each other.”,"John Steinbeck,",['general']
"“is 'fat' really the worst thing a human being can be? is 'fat' worse than 'vindictive', 'jealous', 'shallow', 'vain', 'boring' or 'cruel'? not to me.”",J.K. Rowling,['general']
"“if a book about failures doesn't sell, is it a success?”",Jerry Seinfeld,['general']
“imagine smiling after a slap in the face. then think of doing it twenty-four hours a day.”,"Markus Zusak,",['general']
"“you were born with wings, why prefer to crawl through life?”",Rumi,['general']
“wherever you go becomes a part of you somehow.”,Anita Desai,['general']
"“the function of prayer is not to influence god, but rather to change the nature of the one who prays.”",Soren Kierkegaard,['general']
"“when you do things from your soul, you feel a river moving in you, a joy.”",Rumi,['general']
“how did it get so late so soon?”,Dr. Seuss,['general']
"“i am an excitable person who only understands life lyrically, musically, in whom feelings are much stronger as reason. i am so thirsty for the marvelous that only the marvelous has power over me. anything i can not transform into something marvelous, i let go. reality doesn't impress me. i only believe in intoxication, in ecstasy, and when ordinary life shackles me, i escape, one way or another. no more walls.”",Anais Nin,['general']
“i can resist anything except temptation.”,"Oscar Wilde,",['general']
“atticus told me to delete the adjectives and i'd have the facts.”,"Harper Lee,",['general']
“life shrinks or expands in proportion to one's courage.”,Anais Nin,['general']
“we can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.”,Plato,['general']
“i would like to be the air that inhabits you for a moment only. i would like to be that unnoticed and that necessary.”,Margaret Atwood,['general']
"“maybe you can afford to wait. maybe for you there's a tomorrow. maybe for you there's one thousand tomorrows, or three thousand, or ten, so much time you can bathe in it, roll around it, let it slide like coins through you fingers. so much time you can waste it.but for some of us there's only today. and the truth is, you never really know.”","Lauren Oliver,",['general']
"“don't stop there. i suppose there are also, what, vampires and werewolves and zombies?""""of course there are. although you mostly find zombies farther south, where the voudun priests are.""""what about mummies? do they only hang around egypt?""""don't be ridiculous. no one believes in mummies.”","Cassandra Clare,",['general']
“even death has a heart.”,"Markus Zusak,",['general']
"“one ought, every day at least, to hear a little song, read a good poem, see a fine picture, and, if it were possible, to speak a few reasonable words.”","Johann Wolfgang von Goethe,",['general']
“you speak an infinite deal of nothing.”,"William Shakespeare,",['general']
"“it doesn't interest me what you do for a living. i want to know what you ache for, and if you dare to dream of meeting your heart's longing.it doesn't interest me how old you are. i want to know if you will risk looking like a fool for love, for your dream, for the adventure of being alive. it doesn't interest me what planets are squaring your moon. i want to know if you have touched the center of your own sorrow, if you have been opened by life's betrayals or have become shriveled and closed from fear of further pain!i want to know if you can sit with pain, mine or your own, without moving to hide it or fade it, or fix it. i want to know if you can be with joy, mine or your own, if you can dance with wildness and let the ecstasy fill you to the tips of your fingers and toes without cautioning us to be careful, to be realistic, to remember the limitations of being human. it doesn't interest me if the story you are telling me is true. i want to know if you can disappoint another to be true to yourself; if you can bear the accusation of betrayal and not betray your own soul; if you can be faithlessand therefore trustworthy. i want to know if you can see beauty even when it's not pretty, every day,and if you can source your own life from its presence. i want to know if you can live with failure, yours and mine, and still stand on the edge of the lake and shout to the silver of the full moon, â€œyes!â€�it doesn't interest me to know where you live or how much money you have. i want to know if you can get up, after the night of grief and despair, weary and bruised to the bone, and do what needs to be done to feed the children. it doesn't interest me who you know or how you came to be here. i want to know if you will stand in the center of the fire with me and not shrink back. it doesn't interest me where or what or with whom you have studied. i want to know what sustains you, from the inside, when all else falls away. i want to know if you can be alone with yourself and if you truly like the company you keep in the empty moments.”",Oriah Mountain Dreamer,['general']
“all you have to do is write one true sentence. write the truest sentence that you know.”,Ernest Hemingway,['general']
"“sometimes, you read a book and it fills you with this weird evangelical zeal, and you become convinced that the shattered world will never be put back together unless and until all living humans read the book. and then there are books like an imperial affliction, which you can't tell people about, books so special and rare and yours that advertising your affection feels like betrayal”","John Green,",['general']
"“a cynic is a man who knows the price of everything, and the value of nothing.”",Oscar Wilde,['general']
"“he does something to me, that boy. every time. itâ€™s his only detriment. he steps on my heart. he makes me cry.”","Markus Zusak,",['general']
“gravitation is not responsible for people falling in love.”,Albert Einstein,['general']
"“you know, when it works, love is pretty amazing. it's not overrated. there's a reason for all those songs.”","Sarah Dessen,",['general']
"“to me, fearless is not the absense of fear. it's not being completely unafraid. to me, fearless is having fears. fearless is having doubts. lots of them. to me, fearless is living in spite of those things that scare you to death.”",Taylor Swift,['general']
“but in the end one needs more courage to live than to kill himself.”,Albert Camus,['general']
"“the moment you doubt whether you can fly, you cease for ever to be able to do it.”","J. M. Barrie,",['general']
“say 'provoking' again. your mouth looks provocative when you do.”,"Becca Fitzpatrick,",['general']
"“there are three types of lies -- lies, damn lies, and statistics.”",Benjamin Disraeli,['general']
"“words are easy, like the wind; faithful friends are hard to find.”","William Shakespeare,",['general']
“i dream. sometimes i think that's the only right thing to do.”,"Haruki Murakami,",['general']
"“don't be afraid of death; be afraid of an unlived life. you don't have to live forever, you just have to live.”","Natalie Babbitt,",['general']
"“the very least you can do in your life is figure out what you hope for. and the most you can do is live inside that hope. not admire it from a distance but live right in it, under its roof.”","Barbara Kingsolver,",['general']
"“i could easily forgive his pride, if he had not mortified mine.”","Jane Austen,",['general']
"“don't you think it's better to be extremely happy for a short while, even if you lose it, than to be just okay for your whole life?”","Audrey Niffenegger,",['general']
"“i can listen no longer in silence. i must speak to you by such means as are within my reach. you pierce my soul. i am half agony, half hope. tell me not that i am too late, that such precious feelings are gone for ever. i offer myself to you again with a heart even more your own than when you almost broke it, eight years and a half ago. dare not say that man forgets sooner than woman, that his love has an earlier death. i have loved none but you. unjust i may have been, weak and resentful i have been, but never inconstant. you alone have brought me to bath. for you alone, i think and plan. have you not seen this? can you fail to have understood my wishes? i had not waited even these ten days, could i have read your feelings, as i think you must have penetrated mine. i can hardly write. i am every instant hearing something which overpowers me. you sink your voice, but i can distinguish the tones of that voice when they would be lost on others. too good, too excellent creature! you do us justice, indeed. you do believe that there is true attachment and constancy among men. believe it to be most fervent, most undeviating, in f. w.i must go, uncertain of my fate; but i shall return hither, or follow your party, as soon as possible. a word, a look, will be enough to decide whether i enter your father's house this evening or never.”","Jane Austen,",['general']
"“someone i loved once gave me a box full of darkness. it took me years to understand that this too, was a gift.”",Mary Oliver,['general']
"“you need to learn how to select your thoughts just the same way you select your clothes every day. this is a power you can cultivate. if you want to control things in your life so bad, work on the mind. that's the only thing you should be trying to control.”","Elizabeth Gilbert,",['general']
"“you will do foolish things, but do them with enthusiasm.”",Colette,['general']
“life appears to me too short to be spent in nursing animosity or registering wrongs.”,"Charlotte Bronte,",['general']
"“don't part with your illusions. when they are gone you may still exist, but you have ceased to live.”",Mark Twain,['general']
“you know what charm is: a way of getting the answer yes without having asked any clear question.”,"Albert Camus,",['general']
"“you see things; you say, 'why?' but i dream things that never were; and i say 'why not?”","George Bernard Shaw,",['general']
"“people say that life is the thing, but i prefer reading.”",Logan Pearsall Smith,['general']
“â€žthough nobody can go back and make a new beginning... anyone can start over and make a new ending.”,Chico Xavier,['general']
"“yeah, quirrell was a great teacher. there was just that minor drawback of him having lord voldemort sticking out of the back of his head!”","J.K. Rowling,",['general']
“never be afraid to trust an unknown future to a known god.”,Corrie ten Boom,['general']
"“grover was sniffing the wind, looking nervous. he fished out his acorns and threw them into the sand, then played his pipes. they rearranged themselves in a pattern that made no sense to me, but grover looked concerned. ""that's us,"" he said. ""those five nuts right there."" ""which one is me?"" i asked. ""the little deformed one,"" zoe suggested. ""oh, shut up.”","Rick Riordan,",['general']
“i love you like a fat kid loves cake!”,Scott Adams,['general']
"“tonight i can write the saddest linesi loved her, and sometimes she loved me too.”","Pablo Neruda,",['general']
"“there are darknesses in life and there are lights, and you are one of the lights, the light of all lights.”","Bram Stoker,",['general']
“we should consider every day lost on which we have not danced at least once.”,Friedrich Wilhelm Nietzsche,['general']
“an expert is a person who has made all the mistakes that can be made in a very narrow field.”,Niels Bohr,['general']
"“i will have you without armor, kaz brekker. or i will not have you at all.”","Leigh Bardugo,",['general']
"“you might be poor, your shoes might be broken, but your mind is a palace.”","Frank McCourt,",['general']
"“itâ€™s probably not just by chance that iâ€™m alone. it would be very hard for a man to live with me, unless heâ€™s terribly strong. and if heâ€™s stronger than i, iâ€™m the one who canâ€™t live with him. â€¦ iâ€™m neither smart nor stupid, but i donâ€™t think iâ€™m a run-of-the-mill person. iâ€™ve been in business without being a businesswoman, iâ€™ve loved without being a woman made only for love. the two men iâ€™ve loved, i think, will remember me, on earth or in heaven, because men always remember a woman who caused them concern and uneasiness. iâ€™ve done my best, in regard to people and to life, without precepts, but with a taste for justice.”",Coco Chanel,['general']
"“it was not the feeling of completeness i so needed, but the feeling of not being empty.”","Jonathan Safran Foer,",['general']
"“live in the present, remember the past, and fear not the future, for it doesn't exist and never shall. there is only now.”","Christopher Paolini,",['general']
“it is not that i'm so smart. but i stay with the questions much longer.”,Albert Einstein,['general']
"“i am a cage, in search of a bird.”",Franz Kafka,['general']
"“and when her lips met mine, i knew that i could live to be a hundred and visit every country in the world, but nothing would ever compare to that single moment when i first kissed the girl of my dreams and knew that my love would last forever.”","Nicholas Sparks,",['general']
“to say goodbye is to die a little.”,"Raymond Chandler,",['general']
"“welcome to the wonderful world of jealousy, he thought. for the price of admission, you get a splitting headache, a nearly irresistable urge to commit murder, and an inferiority complex. yippee.”","J.R. Ward,",['general']
"“whatever the cost of our libraries, the price is cheap compared to that of an ignorant nation.”",Walter Cronkite,['general']
"“don't feel bad, i'm usually about to die.”","Rick Riordan,",['general']
“i'm sure the universe is full of intelligent life. it's just been too intelligent to come here.”,Arthur C. Clarke,['general']
“the best books... are those that tell you what you know already.”,"George Orwell,",['general']
"“letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.”",Steve Maraboli,['general']
“there are years that ask questions and years that answer.”,"Zora Neale Hurston,",['general']
"“when i discover who i am, iâ€™ll be free.”","Ralph Ellison,",['general']
“we are just an advanced breed of monkeys on a minor planet of a very average star. but we can understand the universe. that makes us something very special.”,Stephen Hawking,['general']
"“you here to finish me off, sweetheart?”","Suzanne Collins,",['general']
“look after my heart - i've left it with you.”,"Stephenie Meyer,",['general']
“growing apart doesn't change the fact that for a long time we grew side by side; our roots will always be tangled. i'm glad for that.”,"Ally Condie,",['general']
"“if you ever find yourself in the wrong story, leave.”","Mo Willems,",['general']
"“the purpose of life is not to be happy. it is to be useful, to be honorable, to be compassionate, to have it make some difference that you have lived and lived well.”",Ralph Waldo Emerson,['general']
"“the beginning of love is the will to let those we love be perfectly themselves, the resolution not to twist them to fit our own image. if in loving them we do not love what they are, but only their potential likeness to ourselves, then we do not love them: we only love the reflection of ourselves we find in them”","Thomas Merton,",['general']
"“if you want to be a writer, you must do two things above all others: read a lot and write a lot.”",Stephen King,['general']
"“i can shake off everything as i write; my sorrows disappear, my courage is reborn.”",Anne Frank,['general']
"“success is getting what you want, happiness is wanting what you get”",W. P. Kinsella,['general']
“many a book is like a key to unknown chambers within the castle of oneâ€™s own self.”,Franz Kafka,['general']
"“don't bend; don't water it down; don't try to make it logical; don't edit your own soul according to the fashion. rather, follow your most intense obsessions mercilessly.”",Franz Kafka,['general']
"“suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be. i have been bent and broken, but - i hope - into a better shape.”","Charles Dickens,",['general']
"“the most beautiful things in the world cannot be seen or touched, they are felt with the heart.”","Antoine de Saint-ExupÃ©ry,",['general']
"“so you're always honest,"" i said.""aren't you?""""no,"" i told him. ""i'm not.""""well, that's good to know, i guess.""""i'm not saying i'm a liar,"" i told him. he raised his eyebrows. ""that's not how i meant it, anyways.""""how'd you mean it, then?""""i just...i don't always say what i feel.""""why not?""""because the truth sometimes hurts,"" i said.""yeah,"" he said. ""so do lies, though.”","Sarah Dessen,",['general']
"“the meek may inherit the earth, but at the moment it belongs to the conceited. like me.”","Cassandra Clare,",['general']
“if you do not tell the truth about yourself you cannot tell it about other people.”,Virginia Woolf,['general']
"“books should go where they will be most appreciated, and not sit unread, gathering dust on a forgotten shelf, don't you agree?”",Christopher Paolini,['general']
"“love is an untamed force. when we try to control it, it destroys us. when we try to imprison it, it enslaves us. when we try to understand it, it leaves us feeling lost and confused.”",Paulo Coelho,['general']
"“when we are tired, we are attacked by ideas we conquered long ago.”",Friedrich Nietzsche,['general']
"“so it's you and a syringe against the capitol? see, this is why no one lets you make the plans.”","Suzanne Collins,",['general']
"“you must make a decision that you are going to move on. it wont happen automatically. you will have to rise up and say, â€˜i donâ€™t care how hard this is, i donâ€™t care how disappointed i am, iâ€™m not going to let this get the best of me. iâ€™m moving on with my life.”","Joel Osteen,",['general']
"“words are pale shadows of forgotten names. as names have power, words have power. words can light fires in the minds of men. words can wring tears from the hardest hearts.”","Patrick Rothfuss,",['general']
“be brave to stand for what you believe in even if you stand alone.”,"Roy T. Bennett,",['general']
"“the best moments in reading are when you come across something â€“ a thought, a feeling, a way of looking at things â€“ which you had thought special and particular to you. now here it is, set down by someone else, a person you have never met, someone even who is long dead. and it is as if a hand has come out and taken yours.”","Alan Bennett,",['general']
"“i crave your mouth, your voice, your hair.silent and starving, i prowl through the streets. bread does not nourish me, dawn disrupts me, all day i hunt for the liquid measure of your steps. i hunger for your sleek laugh, your hands the color of a savage harvest, hunger for the pale stones of your fingernails, i want to eat your skin like a whole almond. i want to eat the sunbeam flaring in your lovely body, the sovereign nose of your arrogant face, i want to eat the fleeting shade of your lashes, and i pace around hungry, sniffing the twilight, hunting for you, for your hot heart, like a puma in the barrens of quitratue.”",Pablo Neruda,['general']
"“if you want to tell people the truth, make them laugh, otherwise they'll kill you.”",George Bernard Shaw,['general']
"“clary, despite everything, i can't bear the thought of this ring being lost forever, any more then i can bear the thought of leaving you forever. and though i have no choice about the one, at least i can choose about the other. i'm leaving you our family ring because you have as much right to it as i do.i'm writing this watching the sun come up. you're asleep, dreams moving behind your restless eyelids. i wish i knew what you were thinking. i wish i could slip into your head and see the world the way you do. i wish i could see myself the way you do. but maybe i dont want to see that. maybe it would make me feel even more than i already do that i'm perpetuating some kind of great lie on you, and i couldn't stand that. i belong to you. you could do anything you wanted with me and i would let you. you could ask anything of me and i'd break myself trying to make you happy. my heart tells me this is the best and greatest feeling i have ever had. but my mind knows the difference between wanting what you can't have and wanting what you shouldn't want. and i shouldn't want you.all night i've watched you sleeping, watched the moonlight come and go, casting its shadows across your face in black and white. i've never seen anything more beautiful. i think of the life we could have had if things were different, a life where this night is not a singular event, separate from everything else that's real, but every night. but things aren't different, and i can't look at you without feeling like i've tricked you into loving me.the truth no one is willing to say out loud is that no one has a shot against valentine but me. i can get close to him like no one else can. i can pretend i want to join him and he'll believe me, up until that last moment where i end it all, one way or another. i have something of sebastian's; i can track him to where my father's hiding, and that's what i'm going to do. so i lied to you last night. i said i just wanted one night with you. but i want every night with you. and that's why i have to slip out of your window now, like a coward. because if i had to tell you this to your face, i couldn't make myself go. i don't blame you if you hate me, i wish you would. as long as i can still dream, i will dream of you. _jace”","Cassandra Clare,",['general']
"“have you ever noticed that anybody driving slower than you is an idiot, and anyone going faster than you is a maniac?”",George Carlin,['general']
"“if i got rid of my demons, iâ€™d lose my angels.”","Tennessee Williams,",['general']
“don't feel sorry for yourself. only assholes do that.”,"Haruki Murakami,",['general']
"“he smiled understandingly-much more than understandingly. it was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life. it faced--or seemed to face--the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favor. it understood you just as far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey.”","F. Scott Fitzgerald,",['general']
“the only way to get through life is to laugh your way through it. you either have to laugh or cry. i prefer to laugh. crying gives me a headache.”,Marjorie Pay Hinckley,['general']
"“how do you spell 'love'?"" - piglet""you don't spell it...you feel it."" - pooh”",A.A. Milne,['general']
"“it's just that most really good-looking people are stupid, so i exceed expectations.''right, it's primarily his hotness,' i said.'it can be sort of blinding,' he said.'it actually did blind our friend isaac,' i said.'terrible tragedy, that. but can i help my own deadly beauty?''you cannot.''it is my burden, this beautiful face.''not to mention your body.''seriously, don't even get me started on my hot bod. you don't want to see me naked, dave. seeing me naked actually took hazel grace's breath away,' he said, nodding toward the oxygen tank.”","John Green,",['general']
"“life, he realize, was much like a song. in the beginning there is mystery, in the end there is confirmation, but it's in the middle where all the emotion resides to make the whole thing worthwhile.”","Nicholas Sparks,",['general']
"“i wasn't actually in love, but i felt a sort of tender curiosity.”","F. Scott Fitzgerald,",['general']
"“everything can be taken from a man but one thing: the last of the human freedomsâ€”to choose oneâ€™s attitude in any given set of circumstances, to choose oneâ€™s own way.”","Viktor E. Frankl,",['general']
“education is the ability to listen to almost anything without losing your temper or your self-confidence.”,Robert Frost,['general']
“you can't measure the mutual affection of two human beings by the number of words they exchange.”,Milan Kundera,['general']
"“you couldn't relive your life, skipping the awful parts, without losing what made it worthwhile. you had to accept it as a whole--like the world, or the person you loved.”","Stewart O'Nan,",['general']
"“â€žlife is a shipwreck, but we must not forget to sing in the lifeboats.”",Voltaire,['general']
“happiness [is] only real when shared”,"Jon Krakauer,",['general']
"“there are three rules for writing a novel. unfortunately, no one knows what they are.”",W. Somerset Maugham,['general']
"“travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts. broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime.”","Mark Twain,",['general']
"“love is a temporary madness, it erupts like volcanoes and then subsides. and when it subsides, you have to make a decision. you have to work out whether your roots have so entwined together that it is inconceivable that you should ever part. because this is what love is. love is not breathlessness, it is not excitement, it is not the promulgation of promises of eternal passion, it is not the desire to mate every second minute of the day, it is not lying awake at night imagining that he is kissing every cranny of your body. no, don't blush, i am telling you some truths. that is just being ""in love"", which any fool can do. love itself is what is left over when being in love has burned away, and this is both an art and a fortunate accident.”","Shawn Slovo,",['general']
“that it will never come again is what makes life so sweet.”,Emily Dickinson,['general']
“people demand freedom of speech as a compensation for the freedom of thought which they seldom use.”,SÃ¸ren Kierkegaard,['general']
“it's been my experience that you can nearly always enjoy things if you make up your mind firmly that you will.”,"Lucy Maud Montgomery,",['general']
“no woman really wants a man to carry her off; she only wants him to want to do it.”,Elizabeth Peters,['general']
“every great love starts with a great story...”,"Nicholas Sparks,",['general']
"“but i don't want comfort. i want god, i want poetry, i want real danger, i want freedom, i want goodness. i want sin.”","Aldous Huxley,",['general']
“time is an illusion. lunchtime doubly so.”,"Douglas Adams,",['general']
"“hello babies. welcome to earth. it's hot in the summer and cold in the winter. it's round and wet and crowded. on the outside, babies, you've got a hundred years here. there's only one rule that i know of, babies-""god damn it, you've got to be kind.”",Kurt Vonnegut,['general']
“he thinks he'll be remembered as the villain in the story. but i forgot to tell him that the villain is usually the person who locks up the maiden and throws away the key. he was the one who let me out.”,"Sarah J. Maas,",['general']
“there is no mistaking a real book when one meets it. it is like falling in love.”,"Christopher Morley,",['general']
"“when we are no longer able to change a situation, we are challenged to change ourselves.”","Viktor E. Frankl,",['general']
“the past has no power over the present moment.”,Eckhart Tolle,['general']
“every man i meet wants to protect me. i can't figure out what from.”,Mae West,['general']
"“in politics, if you want anything said, ask a man. if you want anything done, ask a woman.”",Margaret Thatcher,['general']
“it's a lot easier to be lost than found. it's the reason we're always searching and rarely discovered--so many locks not enough keys.”,"Sarah Dessen,",['general']
“reading furnishes the mind only with materials of knowledge; it is thinking that makes what we read ours.”,John Locke,['general']
"“maybe...you'll fall in love with me all over again.""""hell,"" i said, ""i love you enough now. what do you want to do? ruin me?""""yes. i want to ruin you.""""good,"" i said. ""that's what i want too.”","Ernest Hemingway,",['general']
"“why were you lurking under our window?""""yes - yes, good point, petunia! what were you doing under our windows, boy?""""listening to the news,"" said harry in a resigned voice.his aunt and uncle exchanged looks of outrage.""listening to the news! again?""""well, it changes every day, you see,"" said harry.”","J.K. Rowling,",['general']
“you never know what worse luck your bad luck has saved you from.”,"Cormac McCarthy,",['general']
"“knock, and he'll open the doorvanish, and he'll make you shine like the sunfall, and he'll raise you to the heavensbecome nothing, and he'll turn you into everything.”",Jalal Ad-Din Rumi,['general']
"“you will lose someone you canâ€™t live without,and your heart will be badly broken, and the bad news is that you never completely get over the loss of your beloved. but this is also the good news. they live forever in your broken heart that doesnâ€™t seal back up. and you come through. itâ€™s like having a broken leg that never heals perfectlyâ€”that still hurts when the weather gets cold, but you learn to dance with the limp.”",Anne Lamott,['general']
“don't waste your time with explanations: people only hear what they want to hear.”,Paulo Coelho,['general']
“i'm not young enough to know everything.”,"J.M. Barrie,",['general']
“it is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.”,Voltaire,['general']
"“and i thought about how many people have loved those songs. and how many people got through a lot of bad times because of those songs. and how many people enjoyed good times with those songs. and how much those songs really mean. i think it would be great to have written one of those songs. i bet if i wrote one of them, i would be very proud. i hope the people who wrote those songs are happy. i hope they feel it's enough. i really do because they've made me happy. and i'm only one person.”","Stephen Chbosky,",['general']
"“one can never have enough socks,"" said dumbledore. ""another christmas has come and gone and i didn't get a single pair. people will insist on giving me books.”","J.K. Rowling,",['general']
"“i nodded, looking at rachel with respect. ""you hit the lord of the titans in the eye with a blue plastic hairbrush.”",Rick Riordan,['general']
"“you can, you should, and if youâ€™re brave enough to start, you will.”","Stephen King,",['general']
"“i came from a real tough neighborhood. once a guy pulled a knife on me. i knew he wasn't a professional, the knife had butter on it.”",Rodney Dangerfield,['general']
"“some people say, â€œnever let them see you cry.â€� i say, if youâ€™re so mad you could just cry, then cry. it terrifies everyone.”","Tina Fey,",['general']
“biology gives you a brain. life turns it into a mind.”,"Jeffrey Eugenides,",['general']
“the heart is an arrow. it demands aim to land true.”,"Leigh Bardugo,",['general']
"“if you treat an individual as he is, he will remain how he is. but if you treat him as if he were what he ought to be and could be, he will become what he ought to be and could be.”",Johann Wolfgang von Goethe,['general']
“literature is the most agreeable way of ignoring life.”,"Fernando Pessoa,",['general']
"“if you ask me what i came to do in this world, i, an artist, will answer you: i am here to live out loud.”",Ã‰mile Zola,['general']
"“though she be but little, she is fierce!”","William Shakespeare,",['general']
“remember to always be yourself. unless you suck.”,Joss Whedon,['general']
"“i could not tell you if i loved you the first moment i saw you, or if it was the second or third or fourth. but i remember the first moment i looked at you walking toward me and realized that somehow the rest of the world seemed to vanish when i was with you.”","Cassandra Clare,",['general']
"“when it is dark enough, you can see the stars.”",Ralph Waldo Emerson,['general']
“books say: she did this because. life says: she did this. books are where things are explained to you; life is where things aren't. i'm not surprised some people prefer books.”,"Julian Barnes,",['general']
“i regret that it takes a life to learn how to live.”,"Jonathan Safran Foer,",['general']
“all great and precious things are lonely.”,"John Steinbeck,",['general']
“i cannot believe in a god who wants to be praised all the time.”,Friedrich Nietzsche,['general']
“i've got nothing to do today but smile.”,Simon and Garfunkel,['general']
"“a ship is safe in harbor, but that's not what ships are for.”",John A. Shedd,['general']
“if you are a dreamer come inif you are a dreamer a wisher a liara hoper a pray-er a magic-bean-buyerif youre a pretender com sit by my firefor we have some flax golden tales to spincome in! come in!”,Shel Silverstein,['general']
“and then he gives me a smile that just seems so genuinely sweet with just the right touch of shyness that unexpected warmth rushes through me.”,"Suzanne Collins,",['general']
“it's often just enough to be with someone. i don't need to touch them. not even talk. a feeling passes between you both. you're not alone.”,Marilyn Monroe,['general']
"“if you don't know, the thing to do is not to get scared, but to learn.”","Ayn Rand,",['general']
“the pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.”,William Arthur Ward,['general']
